Date,Open,High,Low,Close
12-April-2019,739.26,741.43,738.38,740.18,
15-April-2019,741.47,743.41,740.74,742.79,
16-April-2019,745.32,748.73,744.96,747.12,
18-April-2019,749.88,750.34,744.64,745.87,
22-April-2019,745.77,745.82,740.84,741.54,
23-April-2019,742.60,743.76,740.51,742.16,
24-April-2019,743.25,749.91,742.29,749.35,
25-April-2019,749.81,753.29,746.22,746.96,
26-April-2019,749.16,752.29,747.93,751.80,
30-April-2019,752.31,755.04,750.66,754.41,
2-May-2019,755.95,756.16,745.00,745.93,
3-May-2019,746.01,746.01,739.02,739.72,
6-May-2019,736.69,737.35,731.11,732.04,
7-May-2019,735.92,738.31,729.50,730.15,
8-May-2019,730.21,730.37,721.19,721.84,
9-May-2019,721.58,724.36,718.93,721.35,
10-May-2019,721.00,723.01,718.38,719.88,
13-May-2019,720.72,721.95,715.20,716.29,
14-May-2019,716.57,717.81,708.91,713.83,
15-May-2019,715.72,719.39,713.32,714.16,
16-May-2019,714.21,723.21,713.91,721.61,
17-May-2019,723.10,730.87,721.08,729.59,
20-May-2019,740.77,745.91,735.20,744.87,
21-May-2019,747.69,750.24,742.02,743.60,
22-May-2019,744.87,744.87,739.97,742.56,
23-May-2019,749.88,752.69,735.88,738.09,
24-May-2019,741.75,745.34,736.73,744.47,
27-May-2019,744.47,744.76,740.39,743.30,
28-May-2019,745.62,747.15,744.02,745.85,
29-May-2019,747.09,747.62,743.72,745.88,
30-May-2019,747.36,752.05,746.68,750.92,
31-May-2019,752.89,759.76,752.20,755.74,
3-June-2019,757.35,767.54,755.80,766.68,
4-June-2019,766.60,766.80,760.65,761.24,
6-June-2019,763.31,763.94,755.62,756.34,
7-June-2019,756.94,757.10,749.88,755.63,
10-June-2019,757.98,764.35,757.98,763.59,
11-June-2019,765.29,766.65,762.16,765.06,
12-June-2019,765.63,765.81,760.01,762.66,
13-June-2019,762.28,763.59,758.82,762.73,
14-June-2019,763.43,763.53,754.14,755.39,
17-June-2019,756.35,756.78,747.68,748.56,
18-June-2019,749.16,750.35,745.34,749.18,
19-June-2019,751.37,754.14,746.50,749.71,
20-June-2019,746.39,755.21,743.06,754.76,
21-June-2019,755.11,755.15,748.05,749.15,
24-June-2019,749.43,750.55,744.93,746.22,
25-June-2019,746.86,751.66,743.13,751.08,
26-June-2019,750.62,753.82,748.91,752.21,
27-June-2019,752.71,754.72,750.06,751.91,
28-June-2019,752.49,754.66,751.39,752.77,
1-July-2019,754.93,757.04,753.97,754.60,
2-July-2019,756.44,756.81,752.11,756.18,
3-July-2019,758.33,758.34,754.85,755.44,
4-July-2019,756.84,757.89,755.20,756.43,
5-July-2019,757.96,759.04,748.26,749.16,
8-July-2019,748.08,748.08,730.49,732.29,
9-July-2019,730.96,730.99,719.94,728.95,
